20161129-033256.wav,US,'59474',Accepted,'17.40892's
20161129-033330.wav,US,'32360',Accepted,'16.71516's
20161129-033405.wav,US,'59500',Accepted,'15.54599's
20161129-033438.wav,US,'26432',Accepted,'16.17356's
20161129-033513.wav,US,'22042',Accepted,'15.29214's
20161129-033547.wav,US,'68740',Accepted,'15.51551's
20161129-033620.wav,US,'56520',Accepted,'18.01993's
20161129-033654.wav,US,'24179',Accepted,'16.86501's
20161129-033730.wav,US,'56460',Accepted,'15.23528's
20161129-033806.wav,US,'95320',Accepted,'16.12865's
20161129-033838.wav,US,'19850',Accepted,'16.06835's
20161129-033913.wav,US,'33020',Accepted,'16.37067's
20161129-033947.wav,US,'13340',Accepted,'16.56841's
20161129-034020.wav,US,'02420',Accepted,'17.23217's
20161129-034057.wav,US,'44800',Accepted,'16.55057's
20161129-034130.wav,US,'38750',Accepted,'16.51321's
20161129-034205.wav,US,'34858',Accepted,'16.1376's
20161129-034237.wav,US,'04156',Accepted,'16.85717's
20161129-034312.wav,US,'15353',Accepted,'15.12511's
20161129-034348.wav,US,'54500',Accepted,'16.97151's
20161129-034426.wav,US,'64290',Accepted,'16.42876's
20161129-034500.wav,US,'95954',Accepted,'16.04665's
20161129-034536.wav,US,'03340',Accepted,'15.94155's
20161129-034612.wav,US,'15779',Accepted,'15.98836's
20161129-034649.wav,US,'13079',Accepted,'15.63874's
20161129-034723.wav,US,'14840',Accepted,'15.7934's
20161129-034800.wav,US,'88230',Accepted,'16.73912's
20161129-034834.wav,US,'63590',Accepted,'18.70588's
20161129-034912.wav,US,'91208',Accepted,'16.42117's
20161129-034945.wav,US,'37443',Accepted,'16.39324's
20161129-035021.wav,US,'94237',Accepted,'15.90174's
20161129-035056.wav,US,'03140',Accepted,'15.82848's
20161129-035133.wav,US,'16090',Accepted,'16.54716's
20161129-035208.wav,US,'54371',Accepted,'15.95391's
20161129-035240.wav,US,'00300',Accepted,'16.68184's
20161129-035316.wav,US,'05956',Accepted,'16.41982's
20161129-035355.wav,US,'12489',Accepted,'15.18088's
20161129-035427.wav,US,'49067',Accepted,'15.94756's
20161129-035500.wav,US,'43640',Accepted,'16.50411's
20161129-035535.wav,US,'14587',Accepted,'15.20513's
20161129-035609.wav,US,'78350',Accepted,'16.8818's
20161129-035643.wav,US,'41800',Accepted,'15.74935's
20161129-035715.wav,US,'91857',Accepted,'16.99204's
20161129-035752.wav,US,'38613',Accepted,'15.3162's
20161129-035822.wav,US,'13010',Accepted,'15.5946's
20161129-035856.wav,US,'05900',Accepted,'17.01155's
20161129-035935.wav,US,'24520',Accepted,'17.04012's
20161129-040012.wav,US,'47242',Accepted,'16.4817's
20161129-040046.wav,US,'25430',Accepted,'15.07156's
20161129-040121.wav,US,'53480',Accepted,'14.7197's
20161129-040155.wav,US,'84440',Accepted,'15.58736's
20161129-040230.wav,US,'35210',Accepted,'19.9819's
20161129-040310.wav,US,'81540',Accepted,'15.76172's
20161129-040346.wav,US,'66000',Accepted,'38.01935's
20161129-040442.wav,US,'69920',Accepted,'16.47047's
20161129-040516.wav,US,'47413',Accepted,'15.42211's
20161129-040551.wav,US,'23850',Accepted,'15.48659's
20161129-040626.wav,US,'57127',Accepted,'16.76846's
20161129-040703.wav,US,'74551',Accepted,'16.54074's
20161129-040737.wav,US,'11462',Accepted,'15.41025's
20161129-040812.wav,US,'03364',Accepted,'15.92521's
20161129-040847.wav,US,'31566',Accepted,'15.51282's
20161129-111530.wav,US,'35578',Accepted,'15.79109's
20161129-111603.wav,US,'60000',Accepted,'38.15931's
20161129-111701.wav,US,'81240',Accepted,'16.53452's
20161129-111735.wav,US,'34983',Accepted,'15.71718's
20161129-111809.wav,US,'20340',Accepted,'15.58136's
20161129-111843.wav,US,'64708',Accepted,'15.9555's
20161129-111915.wav,US,'32162',Accepted,'14.72072's
20161129-111949.wav,US,'11174',Accepted,'15.49999's
20161129-112025.wav,US,'83330',Accepted,'16.25714's
20161129-112102.wav,US,'39851',Accepted,'14.93587's
20161129-112134.wav,US,'60236',Accepted,'15.41353's
20161129-112209.wav,US,'56542',Accepted,'15.64934's
20161129-112246.wav,US,'64040',Accepted,'57.51806's
20161129-112359.wav,US,'66968',Accepted,'16.11343's
20161129-112435.wav,US,'29120',Accepted,'16.17252's
20161129-112509.wav,US,'59432',Accepted,'16.88654's
20161129-112545.wav,US,'51197',Accepted,'17.1119's
20161129-112621.wav,US,'96330',Accepted,'16.03824's
20161129-112657.wav,US,'09880',Accepted,'16.17856's
20161129-112731.wav,US,'33000',Accepted,'57.29641's
20161129-112846.wav,US,'20630',Accepted,'17.39881's
20161129-112922.wav,US,'21780',Accepted,'16.16423's
20161129-112957.wav,US,'15090',Accepted,'16.26411's
20161129-113031.wav,US,'73000',Accepted,'37.35431's
20161129-113127.wav,US,'37700',Accepted,'16.45077's
20161129-113203.wav,US,'03722',Accepted,'16.223's
20161129-113235.wav,US,'45420',Accepted,'15.99961's
20161129-113309.wav,US,'97249',Accepted,'16.38719's
20161129-113344.wav,US,'26020',Accepted,'15.65478's
20161129-113421.wav,US,'11320',Accepted,'16.33026's
20161129-113455.wav,US,'67563',Accepted,'16.85368's
20161129-113532.wav,US,'48317',Accepted,'15.70377's
20161129-113607.wav,US,'27300',Accepted,'16.02481's
20161129-113643.wav,US,'91240',Accepted,'17.92396's
20161129-113720.wav,US,'11650',Accepted,'15.59973's
