20170620-004700.wav,US,'',NotAccepted,'2.01096's
20170620-004705.wav,US,'',NotAccepted,'1.95765's
20170625-230242.wav,US,'are Romeo yeah I mean I can go Romeo there are ',NotAccepted,'8.3884's
20170625-230253.wav,US,'tango golf Gulf foxtrot Charlie Romeo ',NotAccepted,'7.55373's
20170625-230304.wav,US,'so Romeo foxtrot delta kilo big ',NotAccepted,'7.15608's
20170625-230313.wav,US,'Romeo the new forum on November the era ',NotAccepted,'8.7992's
20170625-233621.wav,US,'how who needs farm delta Bravo okay ',NotAccepted,'7.83161's
20170625-233631.wav,US,'Charlie echo November Romeo they they'll tell ',NotAccepted,'8.05245's
20170625-233950.wav,US,"'""""""""""""""""""""ttt'",NotAccepted,'6.95437's
20170625-234103.wav,US,"'""""""""""""u""""""u""u""u""u""""""'",NotAccepted,'7.2616's
20170625-234113.wav,US,"'""""""""""""""""c""""""'",NotAccepted,'5.82637's
20170625-234122.wav,US,"'""""""""""""""l""""""h""h""""""""hhht'",NotAccepted,'8.00695's
