captcha20170615064334.wav,UK,'bjfb',NotAccepted,'3.93549's
captcha20170618201042.wav,UK,'7mr2',NotAccepted,'4.87789's
captcha20170618201101.wav,UK,'z5et5',NotAccepted,'4.88164's
captcha20170618201119.wav,UK,'oo03m',NotAccepted,'5.26423's
captcha20170618201138.wav,UK,'d711c',NotAccepted,'4.8053's
captcha20170618201159.wav,UK,'pkg68',Accepted,'8.63327's
captcha20170618201223.wav,UK,'jfv0m',Accepted,'9.34608's
captcha20170618201245.wav,UK,'ffy4u',Accepted,'5.96003's
captcha20170618201305.wav,UK,'9zqxm',Accepted,'4.80384's
captcha20170618201324.wav,UK,'ela9x',Accepted,'6.28007's
