captcha20170701_224647.wav,US,'essential back cuz girl called her ',Accepted,'4.90767's
captcha20170701_224935.wav,US,'dress create Drive work together yellow ',NotAccepted,'6.78622's
captcha20170701_225043.wav,US,'winter mezzanine wire Breaking',Accepted,'3.97359's
captcha20170701_225449.wav,US,'earlier back song company so old go to a show ',NotAccepted,'6.07968's
captcha20170701_225747.wav,US,'sterling basic sewing ',NotAccepted,'4.73537's
captcha20170701_230030.wav,US,'turn tent the Green station black dog ',Accepted,'0.11446's
captcha20170701_230242.wav,US,'usual feep design compare card ',Accepted,'6.94881's
captcha20170701_230338.wav,US,'cloud smell drink finger Hill ',NotAccepted,'11.2137's
captcha20170701_230505.wav,US,'you're quite strong cold Street found error ',NotAccepted,'9.26592's
captcha20170705_002300.wav,US,'Heidi basically group planner ',NotAccepted,'19.13954's
captcha20170705_002359.wav,US,'Wayne mounter June incident ',NotAccepted,'17.52732's
captcha20170705_002459.wav,US,'energy of page 9 race ',NotAccepted,'17.83117's
captcha20170705_002557.wav,US,'plane Lidl mall father dream to see puffins ',NotAccepted,'19.72425's
captcha20170705_002658.wav,US,'I heard loud and Aaron song change ',NotAccepted,'17.716's
captcha20170705_002758.wav,US,'call Topsy I didn't even enter flame print ',NotAccepted,'17.54746's
captcha20170705_002856.wav,US,'dream part Three care work table ',Accepted,'16.49631's
captcha20170705_003028.wav,US,'person Lying Game quote always ',Accepted,'17.18921's
captcha20170705_003402.wav,US,'drive mate fire dream skin ',NotAccepted,'18.78302's
captcha20170705_003548.wav,US,'mature every praise differ search stone age range ',Accepted,'8.29306's
captcha20170705_003742.wav,US,'Chris iron weight in river ',Accepted,'6.93558's
captcha20170705_004218.wav,US,'before dental any garden organ ',NotAccepted,'8.13829's
captcha20170705_004305.wav,US,'team Sure Start game grand ',NotAccepted,'6.68971's
captcha20170705_004352.wav,US,'San subject figure board travel ',Accepted,'7.61838's
captcha20170705_004439.wav,US,'same arm that sound picture ',Accepted,'6.9689's
captcha20170704_225446.wav,US,'made in fried cheese winning moment node ',NotAccepted,'9.79703's
captcha20170704_225816.wav,US,'open old River Nile facts ',NotAccepted,'6.08805's
captcha20170704_225939.wav,US,'and tell Daddy that silent essential season advert ',NotAccepted,'11.47238's
captcha20170704_230120.wav,US,'sound did produce la la ',NotAccepted,'9.08882's
captcha20170704_230255.wav,US,'and now I know nothing every open ',NotAccepted,'9.21746's
captcha20170704_231914.wav,US,'they make a proper iron ',NotAccepted,'9.86048's
captcha20170704_232035.wav,US,'even Brown Drake age fire ',NotAccepted,'6.93305's
