20170615075551.wav,Unknown,'zuzzdg',NotAccepted,'27.61388's
20170615075641.wav,Unknown,'zz3g3t',NotAccepted,'29.05222's
20170615075714.wav,Unknown,'zazuzz1',NotAccepted,'28.39192's
20170615075745.wav,Unknown,'2zrzdz',NotAccepted,'28.19243's
20170615075817.wav,Unknown,'z22nd',NotAccepted,'27.13331's
20170615092603.wav,Unknown,'3dznz',NotAccepted,'27.33523's
20170618022346.wav,Unknown,'uz3u',NotAccepted,'27.2582's
20170618022417.wav,Unknown,'3g',NotAccepted,'28.16293's
20170618022448.wav,Unknown,'uzzzy',NotAccepted,'27.15253's
20170618022519.wav,Unknown,'3ezz1',NotAccepted,'28.10117's
20170618022550.wav,Unknown,'zuzd8',NotAccepted,'23.49445's
20170618022618.wav,Unknown,'1z4z9z',NotAccepted,'26.22483's
20170618192537.wav,Unknown,'z3z',NotAccepted,'30.38974's
20170618192611.wav,Unknown,'kzuz',NotAccepted,'29.46227's
20170618192645.wav,Unknown,'duwdd',NotAccepted,'26.63385's
20170618192715.wav,Unknown,'4dzdd',NotAccepted,'24.48551's
20170618192744.wav,Unknown,'zddddd',NotAccepted,'30.22395's
20170618205528.wav,Unknown,'zuuzw',NotAccepted,'27.90754's
20170618205601.wav,Unknown,'dzu',NotAccepted,'28.71855's
20170618205636.wav,Unknown,'uddndz',NotAccepted,'34.25924's
20170618210533.wav,Unknown,'dzzrz3',NotAccepted,'29.95121's
20170618210607.wav,Unknown,'9yzy8z',NotAccepted,'28.31104's
20170618210641.wav,Unknown,'d1z',NotAccepted,'29.75223's
20170618210715.wav,Unknown,'db8m8z3',NotAccepted,'25.84836's
20170618210745.wav,Unknown,'2bdz',NotAccepted,'35.27168's
20170618210827.wav,Unknown,'dzd1zz',NotAccepted,'35.77596's
20170618210908.wav,Unknown,'8',NotAccepted,'32.10631's
20170618210945.wav,Unknown,'zuzp3',NotAccepted,'26.46919's
20170626031756.wav,Unknown,'dzuruz4',NotAccepted,'24.86002's
20170626032426.wav,Unknown,'d3d1z',NotAccepted,'29.02717's
20170626032458.wav,Unknown,'zn323zz',NotAccepted,'27.07529's
20170626032528.wav,Unknown,'vzuwn',NotAccepted,'25.96938's
20170626032557.wav,Unknown,'ndd4',NotAccepted,'28.80972's
20170626032629.wav,Unknown,'duzwdr',NotAccepted,'25.32126's
20170626032657.wav,Unknown,'yzez3',NotAccepted,'31.10134's
20170626032731.wav,Unknown,'izdzr',NotAccepted,'31.23941's
20170626032805.wav,Unknown,'385zd',NotAccepted,'26.22356's
20170626032834.wav,Unknown,'2bzdd8',NotAccepted,'27.35854's
20170626032904.wav,Unknown,'dupan',NotAccepted,'23.49854's
20170626033756.wav,Unknown,'zrd3g3',NotAccepted,'27.31055's
20170626033826.wav,Unknown,'dcdc',NotAccepted,'27.36's
20170626033911.wav,Unknown,'uzd3dye',NotAccepted,'25.41694's
20170626033939.wav,Unknown,'z2zzuzv',NotAccepted,'30.50889's
20170626034013.wav,Unknown,'zuzzn',NotAccepted,'27.69029's
20170626034043.wav,Unknown,'rdzzd',NotAccepted,'29.41907's
20170626034116.wav,Unknown,'d2glwl',NotAccepted,'30.18599's
20170626041802.wav,Unknown,'drt',NotAccepted,'30.82765's
20170626041836.wav,Unknown,'zdzyyu',NotAccepted,'31.55649's
20170626041911.wav,Unknown,'wmzrnb',NotAccepted,'28.43332's
20170718190027.wav,Unknown,'839',NotAccepted,'31.93963's
20170718190102.wav,Unknown,'ezdd3d',NotAccepted,'25.13241's
20170718190130.wav,Unknown,'2zdtz',NotAccepted,'23.53495's
20170718190156.wav,Unknown,'2zuz3n3d3',NotAccepted,'27.55764's
20170718190226.wav,Unknown,'dzzzebd',NotAccepted,'27.10147's
20170718190256.wav,Unknown,'zdlzyn',NotAccepted,'51.85884's
20170718190351.wav,Unknown,'dz4',NotAccepted,'35.81318's
20170718190429.wav,Unknown,'91nndw',NotAccepted,'25.74129's
20170718190458.wav,Unknown,'z',NotAccepted,'18.53579's
20170718190519.wav,Unknown,'dzdru2',NotAccepted,'23.58848's
20170718190546.wav,Unknown,'uzd3z',NotAccepted,'26.71165's
20170718190615.wav,Unknown,'3uzruz',NotAccepted,'24.86048's
20170718190643.wav,Unknown,'uzz',NotAccepted,'26.77467's
20170718190712.wav,Unknown,'zrzhp',NotAccepted,'23.69072's
20170718190739.wav,Unknown,'kzdnd3',NotAccepted,'27.6458's
20170718190809.wav,Unknown,'y3rnhr',NotAccepted,'24.54679's
20170718190836.wav,Unknown,'dl3n3w',NotAccepted,'60.10167's
20170718190939.wav,Unknown,'dwd8y',NotAccepted,'53.07884's
20170718191035.wav,Unknown,'wd3z',NotAccepted,'34.32606's
20170718191112.wav,Unknown,'yuz4dz1',NotAccepted,'28.52299's
20170718191144.wav,Unknown,'d4d31',NotAccepted,'23.18771's
20170718191209.wav,Unknown,'zzzd3d',NotAccepted,'25.75712's
20170718191238.wav,Unknown,'dzzdz',NotAccepted,'28.77347's
20170718191310.wav,Unknown,'zde3p',NotAccepted,'27.24571's
20170718191339.wav,Unknown,'zztzd',NotAccepted,'24.75268's
20170718191407.wav,Unknown,'zyydwd',NotAccepted,'27.1846's
20170718191437.wav,Unknown,'zk4zaa',NotAccepted,'24.53118's
20170718191504.wav,Unknown,'2zdz1w',NotAccepted,'27.77942's
20170718191535.wav,Unknown,'zzunddz',NotAccepted,'28.69942's
20170718191606.wav,Unknown,'zd',NotAccepted,'25.04405's
20170718191634.wav,Unknown,'imzrndn',NotAccepted,'29.67754's
20170718191706.wav,Unknown,'3wydze',NotAccepted,'25.2474's
20170718191735.wav,Unknown,'zuzdgn3',NotAccepted,'27.66082's
20170718191805.wav,Unknown,'rndzey',NotAccepted,'25.47124's
20170718191833.wav,Unknown,'d333',NotAccepted,'27.54776's
20170718191904.wav,Unknown,'m8g33',NotAccepted,'29.46283's
20170718191936.wav,Unknown,'9z353bu',NotAccepted,'27.22573's
20170718192006.wav,Unknown,'d1zyuz',NotAccepted,'29.23455's
20170718192038.wav,Unknown,'zdtykz',NotAccepted,'24.19786's
20170718192105.wav,Unknown,'imzddzi',NotAccepted,'25.83973's
20170718192133.wav,Unknown,'dw3d3',NotAccepted,'28.36461's
20170718192205.wav,Unknown,'4z5',NotAccepted,'25.66975's
20170718192233.wav,Unknown,'3z3',NotAccepted,'30.68574's
20170718192306.wav,Unknown,'dzruzu',NotAccepted,'27.70916's
20170718192337.wav,Unknown,'dd3u3z3',NotAccepted,'29.56367's
20170718192409.wav,Unknown,'z3uwwd',NotAccepted,'23.32557's
20170718192435.wav,Unknown,'arzrz',NotAccepted,'25.46794's
20170718192504.wav,Unknown,'uz1l8n3',NotAccepted,'26.22517's
20170718192532.wav,Unknown,'zuzuz33z',NotAccepted,'27.76856's
20170718192603.wav,Unknown,'dt3',NotAccepted,'21.3398's
20170718192627.wav,Unknown,'dzmpg',NotAccepted,'27.20651's
20170718192657.wav,Unknown,'zndzr',NotAccepted,'25.55708's
20170718192725.wav,Unknown,'zww3',NotAccepted,'26.21499's
20170718192754.wav,Unknown,'kz4du',NotAccepted,'25.40922's
20170718192823.wav,Unknown,'yuzzzd',NotAccepted,'29.20135's
20170718192854.wav,Unknown,'zddz',NotAccepted,'23.02485's
20170718192920.wav,Unknown,'zdzr',NotAccepted,'26.42429's
20170718192949.wav,Unknown,'kzuzzu4d',NotAccepted,'25.41502's
20170718193018.wav,Unknown,'ze3d',NotAccepted,'28.74215's
20170718193049.wav,Unknown,'ndzuwd',NotAccepted,'29.28627's
20170718193121.wav,Unknown,'zyzz2dz',NotAccepted,'26.58584's
20170718193151.wav,Unknown,'w3',NotAccepted,'27.8609's
20170718193221.wav,Unknown,'imzdzn',NotAccepted,'32.84735's
20170718193257.wav,Unknown,'zbzm3r',NotAccepted,'30.41037's
20170718193330.wav,Unknown,'zrty62',NotAccepted,'23.85314's
20170718193357.wav,Unknown,'iz5fwd',NotAccepted,'25.53043's
20170718193425.wav,Unknown,'zdddz',NotAccepted,'25.83668's
20170718193453.wav,Unknown,'dzzzvz',NotAccepted,'28.08989's
20170718193524.wav,Unknown,'dznu4',NotAccepted,'33.34016's
20170718193600.wav,Unknown,'zun',NotAccepted,'26.26741's
20170718193629.wav,Unknown,'zndzwm',NotAccepted,'26.92975's
20170718193659.wav,Unknown,'zdz9rz',NotAccepted,'24.28259's
20170718193726.wav,Unknown,'dndp',NotAccepted,'29.10508's
20170718193758.wav,Unknown,'dzzbzaz',NotAccepted,'25.03946's
20170718193826.wav,Unknown,'yeee3zz',NotAccepted,'30.73662's
20170718193859.wav,Unknown,'z',NotAccepted,'31.98428's
20170718193934.wav,Unknown,'ez',NotAccepted,'29.35808's
20170718194006.wav,Unknown,'zubd3g',NotAccepted,'25.32825's
20170718194034.wav,Unknown,'3z33bz',NotAccepted,'29.02212's
20170718194106.wav,Unknown,'2dzwbg',NotAccepted,'24.29665's
20170718194133.wav,Unknown,'zzruzd',NotAccepted,'24.03236's
20170718194200.wav,Unknown,'rdd',NotAccepted,'28.00193's
20170718194231.wav,Unknown,'zzdz5t',NotAccepted,'23.02106's
20170718194257.wav,Unknown,'izu2bd3d',NotAccepted,'29.47288's
20170718194329.wav,Unknown,'d8dwzu',NotAccepted,'23.41743's
20170718194355.wav,Unknown,'zzdar',NotAccepted,'25.54096's
20170718194423.wav,Unknown,'zd4lw',NotAccepted,'25.88458's
20170718194452.wav,Unknown,'dzd3g',NotAccepted,'25.43768's
20170718194520.wav,Unknown,'zzua3',NotAccepted,'29.87949's
20170718194553.wav,Unknown,'z2zdz',NotAccepted,'23.63083's
20170718194620.wav,Unknown,'yuzzbd',NotAccepted,'28.67044's
20170718194651.wav,Unknown,'9uzz',NotAccepted,'24.55232's
20170718194718.wav,Unknown,'33333',NotAccepted,'24.15802's
20170718194745.wav,Unknown,'nzzzw',NotAccepted,'24.33624's
20170718194812.wav,Unknown,'z4d',NotAccepted,'32.85765's
